hotel_type,booking_status,advance_booking_days,arrival_year,arrival_month,arrival_week,arrival_day,weekend_nights,weekday_nights,num_adults,num_children,num_infants,meal_plan,guest_country,booking_segment,booking_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room,assigned_room,modifications,deposit_type,travel_agent_id,corporate_id,waiting_days,customer_category,avg_daily_rate,parking_spaces,special_requests,reservation_status,reservation_date,total_stay_nights,booking_season,family_booking,total_guests,is_long_stay,total_revenue,occupancy_rate,weekend_ratio,cancellation_risk
Luxury Resort,False,0,2016,April,18,27,0,1,2,0.0,0,SB,ESP,Online TA,Direct,False,0,0,A,A,2,No Deposit,,Not Applicable,0,Regular,65.0,0,1,Checked-Out,28-04-2016,1,Spring,False,2.0,False,65.0,0.5,0.0,
Luxury Resort,False,68,2016,June,25,17,2,2,2,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,79.49,0,2,Checked-Out,21-06-2016,4,Summer,False,2.0,False,317.96,0.5,0.4998750312421894,Medium
Urban Hotel,False,9,2016,May,23,29,2,0,1,0.0,0,SB,NLD,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,97.02,0,1,Checked-Out,31-05-2016,2,Spring,False,1.0,False,194.04,0.25,0.9995002498750625,Low
Urban Hotel,False,0,2015,October,42,14,0,2,1,0.0,0,SB,Unknown,Direct,Direct,False,0,0,E,E,0,No Deposit,,Not Applicable,0,Regular,146.0,0,2,Checked-Out,16-10-2015,2,Autumn,False,1.0,False,292.0,0.25,0.0,
Luxury Resort,False,67,2016,November,47,18,1,2,1,0.0,0,HB,GBR,Group Bookings,TA/TO,True,0,1,A,F,1,No Deposit,411.0,Not Applicable,0,Group Booking,45.0,0,0,Checked-Out,21-11-2016,3,Autumn,False,1.0,False,135.0,0.25,0.33322225924691773,Medium
Urban Hotel,False,128,2017,August,32,11,1,2,2,0.0,0,SC,AUT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,125.0,0,2,Checked-Out,14-08-2017,3,Summer,False,2.0,False,375.0,0.5,0.33322225924691773,High
Luxury Resort,False,35,2016,April,17,22,1,2,2,1.0,0,SB,PRT,Corporate,Corporate,False,0,0,A,D,5,No Deposit,,369.0,0,Regular,81.5,1,0,Checked-Out,25-04-2016,3,Spring,True,3.0,False,244.5,0.75,0.33322225924691773,Medium
Luxury Resort,True,72,2015,August,33,10,1,1,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,120.6,0,0,Cancelled,04-06-2015,2,Summer,False,2.0,False,241.2,0.5,0.49975012493753124,Medium
Urban Hotel,False,33,2016,May,22,25,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,108.9,0,0,Checked-Out,26-05-2016,1,Spring,False,2.0,False,108.9,0.5,0.0,Medium
Urban Hotel,False,26,2017,April,14,5,1,4,2,0.0,0,SC,CHE,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,135.0,0,3,Checked-Out,10-04-2017,5,Spring,False,2.0,False,675.0,0.5,0.1999600079984003,Low
Urban Hotel,True,40,2016,June,27,30,4,10,1,0.0,0,SB,AGO,Direct,Direct,False,0,0,G,G,0,No Deposit,14.0,Not Applicable,0,Regular,244.43,0,0,No-Show,30-06-2016,14,Summer,False,1.0,True,3422.02,0.25,0.28569387900864224,Medium
Luxury Resort,False,12,2017,April,15,9,2,2,1,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular-Party,78.5,0,2,Checked-Out,13-04-2017,4,Spring,False,1.0,False,314.0,0.25,0.4998750312421894,Low
Urban Hotel,False,143,2016,December,50,8,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,79.2,0,1,Checked-Out,11-12-2016,3,Winter,False,2.0,False,237.60000000000002,0.5,0.0,High
Urban Hotel,False,61,2016,December,50,7,0,4,2,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,96.9,0,1,Checked-Out,11-12-2016,4,Winter,False,2.0,False,387.6,0.5,0.0,Medium
Urban Hotel,False,1,2017,August,31,3,0,1,3,0.0,0,SB,GBR,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,188.0,0,3,Checked-Out,04-08-2017,1,Summer,False,3.0,False,188.0,0.75,0.0,Very Low
Luxury Resort,True,29,2017,August,35,29,0,3,2,0.0,0,SB,PRT,Direct,Direct,False,0,0,A,A,0,No Deposit,250.0,Not Applicable,0,Regular,194.0,0,0,Cancelled,21-08-2017,3,Summer,False,2.0,False,582.0,0.5,0.0,Low
Luxury Resort,False,56,2015,August,32,7,2,4,2,0.0,0,HB,GBR,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,241.0,Not Applicable,0,Regular,134.17,0,1,Checked-Out,13-08-2015,6,Summer,False,2.0,False,805.02,0.5,0.33327778703549404,Medium
Urban Hotel,False,12,2017,May,20,20,0,1,1,0.0,0,SB,AUS,Direct,Direct,False,0,0,D,D,0,No Deposit,14.0,Not Applicable,0,Regular,165.0,0,0,Checked-Out,21-05-2017,1,Spring,False,1.0,False,165.0,0.25,0.0,Low
Luxury Resort,True,38,2016,April,16,11,1,4,1,0.0,0,SB,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,77.0,0,0,Cancelled,22-03-2016,5,Spring,False,1.0,False,385.0,0.25,0.1999600079984003,Medium
Urban Hotel,False,125,2017,June,23,4,2,1,2,0.0,0,SC,NLD,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,126.0,0,0,Checked-Out,07-06-2017,3,Summer,False,2.0,False,378.0,0.5,0.6664445184938355,High
Urban Hotel,False,0,2016,May,20,14,0,1,2,0.0,0,SB,Unknown,Complementary,Direct,False,0,0,A,B,0,No Deposit,,Not Applicable,0,Regular,103.84,0,0,Checked-Out,15-05-2016,1,Spring,False,2.0,False,103.84,0.5,0.0,
Urban Hotel,False,1,2016,July,28,7,0,1,2,0.0,0,SB,PRT,Corporate,Corporate,False,0,0,D,D,0,No Deposit,,174.0,0,Regular,94.0,0,0,Checked-Out,08-07-2016,1,Summer,False,2.0,False,94.0,0.5,0.0,Very Low
Urban Hotel,False,11,2015,September,39,22,0,2,2,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,D,0,No Deposit,74.0,Not Applicable,0,Regular-Party,98.0,0,0,Checked-Out,24-09-2015,2,Autumn,False,2.0,False,196.0,0.5,0.0,Low
Urban Hotel,False,210,2015,October,41,8,1,3,2,0.0,0,SB,Unknown,Offline TA/TO,TA/TO,False,0,0,A,D,0,No Deposit,12.0,Not Applicable,0,Regular-Party,72.75,0,0,Checked-Out,12-10-2015,4,Autumn,False,2.0,False,291.0,0.5,0.2499375156210947,High
Luxury Resort,False,0,2016,March,14,27,1,0,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,48.0,0,1,Checked-Out,28-03-2016,1,Spring,False,2.0,False,48.0,0.5,0.9990009990009991,
Luxury Resort,False,0,2015,October,41,4,2,0,1,0.0,0,SB,IRL,Direct,Direct,False,0,0,A,E,0,No Deposit,,Not Applicable,0,Regular,47.0,0,0,Checked-Out,06-10-2015,2,Autumn,False,1.0,False,94.0,0.25,0.9995002498750625,
Luxury Resort,False,4,2016,March,12,16,2,4,2,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,D,D,1,No Deposit,240.0,Not Applicable,0,Regular,59.67,0,1,Checked-Out,22-03-2016,6,Spring,False,2.0,False,358.02,0.5,0.33327778703549404,Very Low
Luxury Resort,False,87,2017,April,18,30,2,3,2,0.0,0,SB,IRL,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,6.0,Not Applicable,0,Regular,50.0,0,0,Checked-Out,05-05-2017,5,Spring,False,2.0,False,250.0,0.5,0.3999200159968006,Medium
Urban Hotel,False,41,2015,August,33,12,0,2,1,0.0,0,SB,PRT,Group Bookings,TA/TO,False,0,0,A,A,0,No Deposit,1.0,Not Applicable,0,Regular-Party,103.84,0,0,Checked-Out,14-08-2015,2,Summer,False,1.0,False,207.68,0.25,0.0,Medium
Luxury Resort,True,255,2016,September,38,16,2,5,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,156.0,Not Applicable,0,Regular,64.98,0,1,Cancelled,06-01-2016,7,Autumn,False,2.0,True,454.86,0.5,0.285673475217826,High
Urban Hotel,False,6,2015,December,50,8,0,2,1,0.0,0,SB,PRT,Corporate,Corporate,True,2,13,A,A,0,No Deposit,,40.0,0,Regular,65.0,0,0,Checked-Out,10-12-2015,2,Winter,False,1.0,False,130.0,0.25,0.0,Very Low
Luxury Resort,False,1,2016,November,46,10,0,1,1,0.0,0,SB,PRT,Corporate,Corporate,False,1,5,A,G,0,No Deposit,,82.0,0,Regular,30.0,0,0,Checked-Out,11-11-2016,1,Autumn,False,1.0,False,30.0,0.25,0.0,Very Low
Urban Hotel,True,245,2016,June,25,17,0,2,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,Non Refund,12.0,Not Applicable,0,Regular,103.84,0,0,Cancelled,09-02-2016,2,Summer,False,2.0,False,207.68,0.5,0.0,High
Urban Hotel,True,114,2017,May,18,2,2,10,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,129.0,0,0,Cancelled,09-01-2017,12,Spring,False,2.0,True,1548.0,0.5,0.16665277893508876,High
Urban Hotel,True,125,2016,December,53,26,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,79.2,0,1,Cancelled,25-08-2016,2,Winter,False,2.0,False,158.4,0.5,0.49975012493753124,High
Luxury Resort,False,5,2016,January,5,26,0,1,1,0.0,0,SB,PRT,Corporate,Corporate,False,0,0,A,D,0,No Deposit,,94.0,0,Regular,25.0,1,0,Checked-Out,27-01-2016,1,Winter,False,1.0,False,25.0,0.25,0.0,Very Low
Urban Hotel,False,4,2017,August,31,3,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,104.0,0,1,Checked-Out,04-08-2017,1,Summer,False,2.0,False,104.0,0.5,0.0,Very Low
Urban Hotel,True,169,2017,August,32,7,1,1,2,1.0,0,SB,DEU,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,148.5,0,0,Cancelled,19-06-2017,2,Summer,True,3.0,False,297.0,0.75,0.49975012493753124,High
Urban Hotel,False,27,2016,November,46,12,2,1,2,0.0,0,SB,IRL,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,119.33,0,1,Checked-Out,15-11-2016,3,Autumn,False,2.0,False,357.99,0.5,0.6664445184938355,Low
Urban Hotel,True,45,2016,August,36,28,2,3,2,0.0,0,SB,GBR,Direct,Direct,False,0,0,E,E,0,No Deposit,14.0,Not Applicable,0,Regular,159.8,0,0,Cancelled,06-08-2016,5,Summer,False,2.0,False,799.0,0.5,0.3999200159968006,Medium
Urban Hotel,False,157,2016,August,34,19,1,2,2,0.0,0,SB,ESP,Direct,Direct,False,0,0,E,E,0,No Deposit,14.0,Not Applicable,0,Regular,156.9,1,0,Checked-Out,22-08-2016,3,Summer,False,2.0,False,470.70000000000005,0.5,0.33322225924691773,High
Luxury Resort,False,1,2017,February,7,14,0,1,1,0.0,0,SB,PRT,Online TA,TA/TO,True,0,2,A,D,0,No Deposit,240.0,Not Applicable,0,Regular-Party,55.0,0,2,Checked-Out,15-02-2017,1,Winter,False,1.0,False,55.0,0.25,0.0,Very Low
Urban Hotel,False,7,2016,June,27,30,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,151.0,0,1,Checked-Out,01-07-2016,1,Summer,False,2.0,False,151.0,0.5,0.0,Very Low
Urban Hotel,True,195,2016,September,36,3,1,1,1,0.0,0,SC,AUT,Online TA,TA/TO,False,0,0,A,A,2,No Deposit,9.0,Not Applicable,0,Regular,98.1,0,0,Cancelled,09-04-2016,2,Autumn,False,1.0,False,196.2,0.25,0.49975012493753124,High
Urban Hotel,False,30,2017,March,10,11,1,1,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,28.0,Not Applicable,0,Corporate Contract,68.0,0,1,Checked-Out,13-03-2017,2,Spring,False,2.0,False,136.0,0.5,0.49975012493753124,Low
Urban Hotel,True,285,2017,June,25,20,0,4,2,0.0,0,SC,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,110.0,0,1,Cancelled,05-12-2016,4,Summer,False,2.0,False,440.0,0.5,0.0,High
Urban Hotel,False,0,2017,March,11,12,1,0,1,0.0,0,SB,CHN,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,22.0,Not Applicable,0,Regular,75.0,0,1,Checked-Out,13-03-2017,1,Spring,False,1.0,False,75.0,0.25,0.9990009990009991,
Luxury Resort,False,154,2017,July,28,13,2,5,2,0.0,0,SB,CHE,Direct,Direct,False,0,0,A,A,1,No Deposit,,Not Applicable,0,Regular,155.57,1,1,Checked-Out,20-07-2017,7,Summer,False,2.0,True,1088.99,0.5,0.285673475217826,High
Urban Hotel,False,6,2016,December,51,13,0,2,2,1.0,0,SB,DEU,Direct,Direct,False,0,0,D,D,0,No Deposit,14.0,Not Applicable,0,Regular,131.0,1,1,Checked-Out,15-12-2016,2,Winter,True,3.0,False,262.0,0.75,0.0,Very Low
Urban Hotel,True,65,2017,July,30,23,2,3,3,0.0,0,SB,GBR,Online TA,TA/TO,False,0,0,E,E,1,No Deposit,9.0,Not Applicable,0,Regular,223.6,0,0,Cancelled,20-05-2017,5,Summer,False,3.0,False,1118.0,0.75,0.3999200159968006,Medium
Urban Hotel,True,85,2016,May,20,14,2,4,2,0.0,0,SC,ITA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,109.65,0,0,Cancelled,03-04-2016,6,Spring,False,2.0,False,657.9000000000001,0.5,0.33327778703549404,Medium
Urban Hotel,True,53,2017,March,11,14,0,3,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,G,G,0,No Deposit,94.0,Not Applicable,0,Regular-Party,65.0,0,1,Cancelled,10-03-2017,3,Spring,False,1.0,False,195.0,0.25,0.0,Medium
Luxury Resort,True,0,2015,October,43,24,0,1,2,0.0,0,SB,Unknown,Corporate,Corporate,False,1,2,A,A,0,No Deposit,,135.0,0,Regular,53.0,0,2,No-Show,24-10-2015,1,Autumn,False,2.0,False,53.0,0.5,0.0,
Luxury Resort,True,25,2017,July,29,17,1,1,2,2.0,0,HB,ESP,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,240.0,Not Applicable,0,Regular,256.5,0,1,Cancelled,04-07-2017,2,Summer,True,4.0,False,513.0,1.0,0.49975012493753124,Low
Urban Hotel,False,43,2016,March,11,10,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,73.1,0,1,Checked-Out,13-03-2016,3,Spring,False,2.0,False,219.29999999999998,0.5,0.0,Medium
Urban Hotel,False,73,2016,November,49,27,2,1,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,28.0,Not Applicable,0,Regular,75.0,0,0,Checked-Out,30-11-2016,3,Autumn,False,2.0,False,225.0,0.5,0.6664445184938355,Medium
Urban Hotel,True,74,2016,April,15,8,0,1,2,0.0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,85.5,0,0,Cancelled,25-01-2016,1,Spring,False,2.0,False,85.5,0.5,0.0,Medium
Urban Hotel,False,1,2016,March,11,8,0,4,2,0.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,105.0,0,1,Checked-Out,12-03-2016,4,Spring,False,2.0,False,420.0,0.5,0.0,Very Low
Luxury Resort,False,140,2017,August,33,17,0,1,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,240.0,Not Applicable,0,Regular,231.0,0,2,Checked-Out,18-08-2017,1,Summer,False,2.0,False,231.0,0.5,0.0,High
Urban Hotel,False,308,2017,August,32,7,1,5,2,0.0,0,SC,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,89.1,0,1,Checked-Out,13-08-2017,6,Summer,False,2.0,False,534.5999999999999,0.5,0.16663889351774702,High
Urban Hotel,True,26,2017,February,7,13,1,2,2,0.0,0,SC,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,7.0,Not Applicable,0,Regular,54.21,0,1,Cancelled,20-01-2017,3,Winter,False,2.0,False,162.63,0.5,0.33322225924691773,Low
Luxury Resort,False,118,2016,December,52,19,1,4,2,0.0,0,SB,CHN,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular-Party,39.8,0,1,Checked-Out,24-12-2016,5,Winter,False,2.0,False,199.0,0.5,0.1999600079984003,High
Urban Hotel,False,115,2017,July,28,14,2,4,2,1.0,0,SB,FIN,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,,Not Applicable,0,Regular,256.5,0,2,Checked-Out,20-07-2017,6,Summer,True,3.0,False,1539.0,0.75,0.33327778703549404,High
Urban Hotel,False,63,2017,April,14,7,2,4,2,1.0,0,SB,FRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,135.0,0,2,Checked-Out,13-04-2017,6,Spring,True,3.0,False,810.0,0.75,0.33327778703549404,Medium
Luxury Resort,False,0,2016,April,14,1,0,2,1,0.0,0,SB,GBR,Group Bookings,Direct,False,0,0,A,D,0,Non Refund,,223.0,0,Regular-Party,60.0,0,0,Checked-Out,03-04-2016,2,Spring,False,1.0,False,120.0,0.25,0.0,
Luxury Resort,False,78,2016,September,40,29,0,1,2,0.0,0,SB,DEU,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,251.0,Not Applicable,0,Regular,78.0,0,1,Checked-Out,30-09-2016,1,Autumn,False,2.0,False,78.0,0.5,0.0,Medium
Urban Hotel,False,193,2016,July,29,15,0,1,2,0.0,0,SB,CHE,Online TA,TA/TO,False,0,0,B,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,86.5,0,0,Checked-Out,16-07-2016,1,Summer,False,2.0,False,86.5,0.5,0.0,High
Luxury Resort,False,87,2017,April,16,16,1,0,2,0.0,0,SB,BEL,Offline TA/TO,TA/TO,False,0,0,D,D,0,No Deposit,251.0,Not Applicable,0,Regular,62.0,0,0,Checked-Out,17-04-2017,1,Spring,False,2.0,False,62.0,0.5,0.9990009990009991,Medium
Luxury Resort,False,11,2016,November,47,13,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,False,0,0,A,D,1,No Deposit,40.0,Not Applicable,0,Regular,68.15,0,0,Checked-Out,20-11-2016,7,Autumn,False,2.0,True,477.05000000000007,0.5,0.285673475217826,Low
Urban Hotel,False,158,2015,August,32,7,2,5,2,0.0,1,SB,GBR,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,76.5,0,2,Checked-Out,14-08-2015,7,Summer,True,3.0,True,535.5,0.5,0.285673475217826,High
Luxury Resort,False,3,2016,May,21,19,0,1,1,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,5.0,Not Applicable,0,Regular,56.0,0,0,Checked-Out,20-05-2016,1,Spring,False,1.0,False,56.0,0.25,0.0,Very Low
Luxury Resort,True,41,2016,June,24,7,0,4,2,0.0,0,SB,BRA,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,240.0,Not Applicable,0,Regular,129.0,0,0,Cancelled,04-05-2016,4,Summer,False,2.0,False,516.0,0.5,0.0,Medium
Urban Hotel,True,7,2015,August,33,12,1,4,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,90.0,0,1,Cancelled,06-08-2015,5,Summer,False,2.0,False,450.0,0.5,0.1999600079984003,Very Low
Urban Hotel,False,77,2016,March,13,20,2,2,2,0.0,0,SB,Unknown,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,90.95,0,0,Checked-Out,24-03-2016,4,Spring,False,2.0,False,363.8,0.5,0.4998750312421894,Medium
Urban Hotel,True,103,2017,July,27,6,2,5,2,0.0,0,SC,NOR,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,120.0,0,1,Cancelled,03-04-2017,7,Summer,False,2.0,True,840.0,0.5,0.285673475217826,High
Urban Hotel,True,152,2017,July,31,31,2,5,2,0.0,0,SC,ESP,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,125.0,0,0,Cancelled,01-03-2017,7,Summer,False,2.0,True,875.0,0.5,0.285673475217826,High
Luxury Resort,False,17,2015,December,49,5,2,1,2,2.0,0,SB,FRA,Direct,Direct,False,0,0,C,C,0,No Deposit,250.0,Not Applicable,0,Regular,86.33,0,0,Checked-Out,08-12-2015,3,Winter,True,4.0,False,258.99,1.0,0.6664445184938355,Low
Luxury Resort,False,336,2016,September,38,15,1,3,1,0.0,0,SB,GBR,Group Bookings,Direct,False,0,0,A,A,1,No Deposit,,223.0,0,Regular-Party,62.0,0,0,Checked-Out,19-09-2016,4,Autumn,False,1.0,False,248.0,0.25,0.2499375156210947,High
Luxury Resort,False,3,2015,July,29,17,0,2,2,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,A,C,0,No Deposit,240.0,Not Applicable,0,Regular,125.5,0,1,Checked-Out,19-07-2015,2,Summer,False,2.0,False,251.0,0.5,0.0,Very Low
Urban Hotel,True,71,2016,October,43,20,1,3,2,2.0,0,SB,PRT,Online TA,TA/TO,False,0,0,G,G,0,No Deposit,8.0,Not Applicable,0,Regular,256.5,0,0,Cancelled,11-08-2016,4,Autumn,True,4.0,False,1026.0,1.0,0.2499375156210947,Medium
Urban Hotel,False,72,2017,July,28,10,1,2,2,0.0,0,HB,BEL,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular-Party,103.84,0,0,Checked-Out,13-07-2017,3,Summer,False,2.0,False,311.52,0.5,0.33322225924691773,Medium
Urban Hotel,True,39,2016,February,6,1,1,3,1,0.0,0,SB,CHN,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,72.9,0,0,Cancelled,21-01-2016,4,Winter,False,1.0,False,291.6,0.25,0.2499375156210947,Medium
Luxury Resort,False,96,2016,June,25,12,2,5,2,0.0,0,SB,GBR,Offline TA/TO,TA/TO,False,0,0,A,A,1,No Deposit,243.0,Not Applicable,0,Corporate Contract,51.85,0,0,Checked-Out,19-06-2016,7,Summer,False,2.0,True,362.95,0.5,0.285673475217826,High
Urban Hotel,True,105,2016,February,7,8,1,2,2,0.0,0,SB,PRT,Online TA,TA/TO,False,1,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,90.0,0,0,Cancelled,02-11-2015,3,Winter,False,2.0,False,270.0,0.5,0.33322225924691773,High
Urban Hotel,False,58,2016,June,24,8,0,2,2,1.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,D,0,No Deposit,9.0,Not Applicable,0,Regular,138.6,0,2,Checked-Out,10-06-2016,2,Summer,True,3.0,False,277.2,0.75,0.0,Medium
Urban Hotel,False,2,2016,December,51,12,1,5,2,0.0,0,SC,GBR,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,9.0,Not Applicable,0,Regular,103.84,0,1,Checked-Out,18-12-2016,6,Winter,False,2.0,False,623.04,0.5,0.16663889351774702,Very Low
Urban Hotel,False,104,2016,December,50,8,1,3,2,0.0,0,SB,CHE,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Regular,88.4,0,1,Checked-Out,12-12-2016,4,Winter,False,2.0,False,353.6,0.5,0.2499375156210947,High
Luxury Resort,False,118,2016,May,19,2,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,False,0,0,A,F,0,No Deposit,95.0,Not Applicable,0,Regular,69.4,0,0,Checked-Out,09-05-2016,7,Spring,False,2.0,True,485.80000000000007,0.5,0.285673475217826,High
Luxury Resort,True,301,2016,July,27,1,2,7,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,1,No Deposit,240.0,Not Applicable,0,Regular,81.0,0,2,Cancelled,20-06-2016,9,Summer,False,2.0,True,729.0,0.5,0.22219753360737698,High
Urban Hotel,False,73,2016,December,50,4,2,0,2,0.0,0,SB,FRA,Offline TA/TO,TA/TO,False,0,0,A,D,0,No Deposit,28.0,Not Applicable,0,Regular,75.0,0,0,Checked-Out,06-12-2016,2,Winter,False,2.0,False,150.0,0.5,0.9995002498750625,Medium
Luxury Resort,True,94,2015,December,52,21,3,6,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,241.0,Not Applicable,0,Regular,31.18,0,2,Cancelled,21-09-2015,9,Winter,False,2.0,True,280.62,0.5,0.33329630041106545,High
Urban Hotel,False,41,2016,December,49,2,2,2,3,0.0,0,SB,ESP,Online TA,TA/TO,False,0,0,D,D,0,No Deposit,9.0,Not Applicable,0,Regular,130.9,0,2,Checked-Out,06-12-2016,4,Winter,False,3.0,False,523.6,0.75,0.4998750312421894,Medium
Urban Hotel,False,27,2015,September,39,22,0,2,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,3.0,Not Applicable,0,Regular-Party,83.0,0,0,Checked-Out,24-09-2015,2,Autumn,False,1.0,False,166.0,0.25,0.0,Low
Urban Hotel,True,20,2017,March,11,14,0,5,1,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,132.0,Not Applicable,0,Regular,65.0,0,0,Cancelled,13-03-2017,5,Spring,False,1.0,False,325.0,0.25,0.0,Low
Luxury Resort,False,112,2017,July,28,15,2,5,2,0.0,0,SB,PRT,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,,Not Applicable,0,Regular,104.85,0,2,Checked-Out,22-07-2017,7,Summer,False,2.0,True,733.9499999999999,0.5,0.285673475217826,High
Urban Hotel,False,41,2017,March,9,2,0,3,2,0.0,0,SC,GBR,Offline TA/TO,TA/TO,False,0,0,A,A,0,No Deposit,42.0,Not Applicable,0,Regular,70.0,0,0,Checked-Out,05-03-2017,3,Spring,False,2.0,False,210.0,0.5,0.0,Medium
Urban Hotel,False,58,2015,November,46,13,1,2,2,0.0,0,SB,PRT,Online TA,TA/TO,False,0,0,A,A,0,No Deposit,9.0,Not Applicable,0,Corporate Contract,79.2,0,1,Checked-Out,16-11-2015,3,Autumn,False,2.0,False,237.60000000000002,0.5,0.33322225924691773,Medium
